"Annot_Gene"	"Annot_Christoforou_UniprotGO_overlap3"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_UniprotGO_overlap3"	"precision_assigned_location_Christoforou_UniprotGO_overlap3"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Rodriguez_Pineiro_1"	"data_Rodriguez_Pineiro_2"	"data_Rodriguez_Pineiro_3"	"data_Rodriguez_Pineiro_4"	"data_Rodriguez_Pineiro_5"	"data_Rodriguez_Pineiro_6"	"data_Rodriguez_Pineiro_7"	"data_Rodriguez_Pineiro_8"	"data_Rodriguez_Pineiro_9"	"data_Rodriguez_Pineiro_10"	"data_Rodriguez_Pineiro_11"	"data_X"	"data_Cyt.Andreyev"	"data_Nucl.Andreyev"	"data_Microsomes.Andreyev"	"data_PM.Andreyev"	"data_ER.Andreyev"	"data_Mito.Andreyev"	"data_X.1"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"	"data_X.2"	"data_Cyt.Boisvert"	"data_Nucl.Boisvert"	"data_Nucleolus.Boisvert"	"data_X.3"	"data_Cyt.Pinto"	"data_Nucl.Pinto"	"data_Tot.Pinto"	"data_X.4"	"data_Cyt.Choi"	"data_Nucl.Choi"	"data_Pellet.Choi"	"data_Nucl.soluble.Choi"	"data_X.5"	"data_Cyt.Mulvey"	"data_Nucl.Mulvey"	"data_Total.Mulvey"	"data_X.6"	"data_cyt.Bileck"	"data_Nucl.Bileck"	"data_X.7"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_X.8"	"data_Cyt.Larance"	"data_Nucleus.Larance"	"data_Cytoskeleton.Larance"	"data_Membrane.Larance"
"ZPR1"	"CYTOSOL"	"Vesicles"	NA	"Uncertain"	"axon; Cajal body; cytoplasm; Gemini of coiled bodies; growth cone; neuronal cell body; nucleolus; nucleoplasm; nucleus; perikaryon; SMN complex"	" Nucleus Nucleus nucleolus Nucleus gem Nucleus Cajal body Cytoplasm perinuclear region Cytoplasm Cell projection axon {ECO:0000250} Cell projection growth cone {ECO:0000250} Note=Colocalized with SMN1 in Gemini of coiled bodies (gems) Cajal bodies axon and growth cones of neurons (By similarity) Localized predominantly in the cytoplasm in serum-starved cells growth arrested in G0 of the mitotic cell cycle Localized both in the nucleus and cytoplasm at the G1 phase of the mitotic cell cycle Accumulates in the subnuclear bodies during progression into the S phase of the mitotic cell cycle Diffusely localized throughout the cell during mitosis Colocalized with NPAT and SMN1 in nuclear bodies including gems (Gemini of coiled bodies) and Cajal bodies in a cell cycle-dependent manner Translocates together with EEF1A1 from the cytoplasm to the nucleolus after treatment with mitogens Colocalized with EGFR in the cytoplasm of quiescent cells Translocates from the cytoplasm to the nucleus in a epidermal growth factor (EGF)-dependent manner {ECO:0000250}"	"overlaps 7"	322	"CYTOSOL"	1	"ZPR1"	"-"	112	22	22	10	12	8	4	4	4	4	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	94	6	1	NA	100	1	1	1	NA	54	1	46	NA	97	3	NA	89	1	11	NA	90	1	1	10
"ALDOC"	"CYTOSOL"	"Nucleus;Nucleoli"	"Cytoplasm"	"Uncertain"	"axon; cytoskeleton; cytosol; extracellular vesicular exosome; mitochondrion"	NA	"overlaps 11"	309	"CYTOSOL"	1	"ALDOC"	"-"	90	26	30	10	20	12	1	10	1	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	134	22	42	1	1	1	NA	72	27	1	NA	58	39	3	NA	83	5	12	NA	80	20	1	1	NA	52	9	38	NA	98	2	NA	77	1	23	NA	93	1	1	7
"FAM96B"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"CIA complex; cytoplasm; MMXD complex; nucleus; spindle"	" Nucleus {ECO:0000269|PubMed:20797633} Cytoplasm cytoskeleton spindle {ECO:0000269|PubMed:20797633}"	"overlaps 8"	309	"CYTOSOL"	1	"FAM96B"	"-"	92	24	28	10	24	8	1	6	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	100	1	1	NA	90	9	1	NA	29	40	31	NA	1	1	1	1	NA	85	15	1	NA	100	1	NA	80	1	20	NA	86	1	1	13
"HERC4"	"CYTOSOL"	NA	NA	NA	"cytoplasm; nucleus"	" Cytoplasm cytosol {ECO:0000269|PubMed:15676274} Note=shows a punctate cytoplasmic distribution"	"overlaps 9"	309	"CYTOSOL"	1	"HERC4"	"-"	90	26	28	14	18	8	4	6	8	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	91	9	1	NA	57	41	3	NA	1	1	100	NA	100	1	1	1	NA	94	6	1	NA	100	1	NA	95	1	5	NA	99	1	1	1
"ISYNA1"	"CYTOSOL"	"Nucleus"	"Cytoplasm"	"Uncertain"	"cytosol"	" Cytoplasm "	"overlaps 4"	309	"CYTOSOL"	1	"ISYNA1"	"-"	94	22	28	12	20	8	4	4	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	176	6	18	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	100	1	1	NA	99	1	NA	1	1	1	NA	1	1	1	1
"PPCS"	"CYTOSOL"	"Nucleoli"	"Nucleus;Mitochondria"	"Uncertain"	"cytosol; extracellular vesicular exosome"	NA	"overlaps 8"	309	"CYTOSOL"	1	"PPCS"	"-"	94	24	28	10	16	10	4	6	8	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	92	8	1	NA	61	33	6	NA	16	3	81	NA	1	1	1	1	NA	100	1	1	NA	100	1	NA	76	1	24	NA	100	1	1	1
"PRDX2"	"CYTOSOL"	NA	NA	NA	"cytoplasm; cytosol; extracellular vesicular exosome"	" Cytoplasm"	"overlaps 10"	309	"CYTOSOL"	1	"PRDX2"	"-"	92	28	26	12	16	10	4	6	6	1	"-"	102	58	16	4	1	1	1	6	6	1	1	NA	130	30	14	10	16	1	NA	1	1	1	NA	91	8	1	NA	82	4	14	NA	100	1	1	1	NA	35	4	61	NA	97	3	NA	75	2	23	NA	88	1	1	12
"PRUNE"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cell junction; cytoplasm; nucleus"	" Cytoplasm Nucleus Cell junction focal adhesion Note=In some transfected cells a nuclear staining is also observed"	"overlaps 6"	309	"CYTOSOL"	1	"PRUNE"	"-"	92	26	26	12	18	10	4	6	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	100	1	1	NA	48	1	51	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	99	1	NA	100	1	1	NA	1	1	1	1
"RANBP1"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"centrosome; cytoplasm; nuclear envelope; nucleus"	NA	"overlaps 10"	309	"CYTOSOL"	1	"RANBP1"	"-"	92	24	26	12	18	12	1	4	1	6	"-"	104	84	1	1	1	1	1	1	1	1	12	NA	162	22	16	1	1	1	NA	72	25	3	NA	88	11	1	NA	70	14	17	NA	100	1	1	1	NA	1	1	1	NA	97	3	NA	84	2	14	NA	85	1	1	15
"TBCB"	"CYTOSOL"	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; microtubule; microtubule cytoskeleton; nucleus"	" Cytoplasm {ECO:0000269|PubMed:15831477} Cytoplasm cytoskeleton {ECO:0000269|PubMed:15831477} Note=Colocalizes with microtubules In differentiated neurons located in the cytoplasm In differentiating neurons accumulates at the growth cone"	"overlaps 10"	309	"CYTOSOL"	1	"TBCB"	"-"	94	28	28	12	16	8	4	4	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	152	14	34	1	1	1	NA	84	8	8	NA	92	6	1	NA	52	2	46	NA	100	1	1	1	NA	47	10	44	NA	100	1	NA	87	1	13	NA	94	1	1	6
"TUBB2B"	"CYTOSOL"	NA	NA	NA	"cytoplasm; microtubule; nucleus"	" Cytoplasm cytoskeleton {ECO:0000250}"	"overlaps 8"	309	"CYTOSOL"	1	"TUBB2B"	"-"	96	26	26	12	18	10	4	4	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	65	35	1	NA	1	98	1	NA	1	1	1	NA	51	11	23	15	NA	83	1	17	NA	86	14	NA	100	1	1	NA	87	1	3	11
"UBE2V1"	"CYTOSOL"	NA	NA	NA	"cytoplasm; cytosol; extracellular vesicular exosome; nucleus; protein complex; UBC13-UEV1A complex; ubiquitin conjugating enzyme complex; ubiquitin ligase complex"	" Nucleus {ECO:0000269|PubMed:11076860 ECO:0000269|PubMed:9305758} Note=Excluded from the nucleolus"	"overlaps 6"	309	"CYTOSOL"	1	"UBE2V1"	"-"	92	28	32	12	16	8	1	6	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	48	52	1	NA	1	1	1	NA	1	1	1	NA	100	1	1	1	NA	1	1	1	NA	97	3	NA	91	1	8	NA	83	1	1	17
"ANXA5"	"CYTOSOL"	"Nuclear membrane"	NA	"Supportive"	"cytoplasm; endothelial microparticle; external side of plasma membrane; extracellular vesicular exosome; focal adhesion; intracellular; membrane"	NA	"overlaps 11"	461	"CYTOSOL"	1	"ANXA5"	"-"	86	28	28	16	20	10	4	4	4	1	"-"	86	78	10	1	6	1	1	6	6	1	4	NA	116	6	4	6	58	12	NA	58	42	1	NA	89	9	1	NA	88	4	8	NA	81	5	7	6	NA	44	9	47	NA	99	1	NA	56	3	41	NA	90	1	1	9
"CTH"	"CYTOSOL"	"Nucleus;Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; nucleus"	" Cytoplasm"	"overlaps 6"	461	"CYTOSOL"	1	"CTH"	"-"	86	28	26	12	16	10	4	8	8	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	84	16	1	NA	88	10	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	100	1	NA	70	1	30	NA	97	1	1	2
"EML2"	"CYTOSOL"	"Vesicles"	NA	"Uncertain"	"cytoplasm; microtubule; microtubule associated complex"	" Cytoplasm cytoskeleton {ECO:0000269|PubMed:11694528} Cytoplasm cytoskeleton spindle {ECO:0000269|PubMed:11694528} Note=Colocalizes with the microtubule cytoskeleton Colocalizes with the mitotic spindle"	"overlaps 6"	461	"CYTOSOL"	1	"EML2"	"-"	90	28	24	12	16	10	6	4	8	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	122	4	74	1	1	1	NA	1	1	1	NA	70	29	1	NA	1	1	100	NA	1	1	1	1	NA	1	1	1	NA	98	2	NA	99	1	1	NA	1	1	1	1
"FASN"	"CYTOSOL"	"Cytoplasm"	"Plasma membrane"	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; glycogen granule; Golgi apparatus; membrane; mitochondrion; plasma membrane"	" Cytoplasm "	"overlaps 11"	461	"CYTOSOL"	1	"FASN"	"-"	90	30	26	12	16	10	4	4	4	1	"-"	8	152	14	1	4	4	1	4	1	4	4	NA	142	26	28	1	1	1	NA	74	26	1	NA	92	6	1	NA	9	2	90	NA	77	1	23	1	NA	72	9	19	NA	99	1	NA	92	1	7	NA	87	1	2	11
"GALE"	"CYTOSOL"	"Nucleus;Cytoplasm"	NA	"Uncertain"	"cytosol; extracellular vesicular exosome"	NA	"overlaps 8"	461	"CYTOSOL"	1	"GALE"	"-"	92	32	16	12	18	10	6	6	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	94	6	1	NA	94	4	1	NA	8	1	92	NA	1	1	1	1	NA	41	1	59	NA	100	1	NA	86	1	14	NA	96	1	1	4
"GART"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm;Mitochondria"	NA	"Uncertain"	"cytosol; extracellular vesicular exosome"	NA	"overlaps 10"	461	"CYTOSOL"	1	"GART"	"-"	90	30	26	12	14	10	4	6	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	152	14	32	4	1	1	NA	72	27	1	NA	94	5	1	NA	39	1	60	NA	100	1	1	1	NA	91	9	1	NA	99	1	NA	83	1	17	NA	93	1	1	7
"MEA1"	"CYTOSOL"	"Nucleus;Cytoplasm"	NA	"Uncertain"	"cytoplasm"	NA	"overlaps 1"	461	"CYTOSOL"	1	"MEA1"	"-"	88	32	22	16	20	6	4	4	4	6	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"NUDCD3"	"CYTOSOL"	"Plasma membrane;Cytoplasm"	"Nucleus"	"Uncertain"	NA	NA	"overlaps 8"	461	"CYTOSOL"	1	"NUDCD3"	"-"	86	32	26	10	20	8	1	8	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	100	1	1	NA	26	49	25	NA	78	13	9	NA	1	1	1	1	NA	1	1	100	NA	100	1	NA	82	1	18	NA	74	1	1	26
"PAICS"	"CYTOSOL"	"Cytoplasm"	NA	"Uncertain"	"cytosol; extracellular vesicular exosome; membrane"	NA	"overlaps 11"	461	"CYTOSOL"	1	"PAICS"	"-"	86	28	24	12	16	10	4	8	8	1	"-"	90	90	1	1	1	1	1	6	4	1	4	NA	86	46	20	22	18	4	NA	62	37	1	NA	86	12	1	NA	59	18	23	NA	100	1	1	1	NA	79	3	18	NA	100	1	NA	1	100	1	NA	94	1	1	6
"PITPNA"	"CYTOSOL"	NA	NA	NA	"cytoplasm; extracellular vesicular exosome"	" Cytoplasm"	"overlaps 10"	461	"CYTOSOL"	1	"PITPNA"	"-"	86	32	22	14	20	8	4	8	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	136	24	40	1	1	1	NA	74	25	1	NA	89	10	1	NA	95	3	2	NA	100	1	1	1	NA	42	1	58	NA	100	1	NA	83	1	17	NA	95	1	1	5
"TRIP13"	"CYTOSOL"	"Nucleus"	NA	"Uncertain"	"male germ cell nucleus; nucleus"	NA	"overlaps 8"	461	"CYTOSOL"	1	"TRIP13"	"-"	88	32	24	12	16	10	4	8	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	55	45	1	NA	92	6	1	NA	1	1	1	NA	100	1	1	1	NA	100	1	1	NA	77	23	NA	85	1	15	NA	98	1	1	1
"PSMA1"	"CYTOSOL"	"Nucleus but not nucleoli"	NA	"Supportive"	"centrosome; cytosol; extracellular vesicular exosome; nucleoplasm; nucleus; polysome; proteasome complex; proteasome core complex; proteasome core complex, alpha-subunit complex"	" Cytoplasm Nucleus"	"overlaps 11"	183	"CYTOSOL"	1	"PSMA1"	"-"	124	14	18	8	10	8	4	6	8	1	"-"	152	48	1	1	1	1	1	1	1	1	1	NA	84	32	46	36	1	1	NA	75	25	1	NA	79	19	1	NA	86	7	8	NA	100	1	1	1	NA	38	19	44	NA	96	4	NA	64	3	32	NA	65	1	1	34
"PSMC1"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; membrane; nucleoplasm; nucleus; proteasome accessory complex; proteasome complex; proteasome regulatory particle"	" Cytoplasm Nucleus"	"overlaps 10"	183	"CYTOSOL"	1	"PSMC1"	"-"	128	12	16	6	8	6	4	8	8	4	"-"	152	44	4	1	1	1	1	1	1	1	1	NA	108	64	16	8	1	4	NA	63	37	1	NA	68	28	4	NA	14	7	79	NA	100	1	1	1	NA	1	1	1	NA	93	7	NA	73	1	26	NA	78	1	1	21
"PSMC2"	"CYTOSOL"	"Cytoplasm;Vesicles"	NA	"Supportive"	"cytoplasm; cytoplasmic mRNA processing body; cytosol; membrane; nucleoplasm; nucleus; proteasome accessory complex; proteasome complex"	" Cytoplasm Nucleus Cytoplasm P-body "	"overlaps 11"	183	"CYTOSOL"	1	"PSMC2"	"-"	128	14	18	6	8	6	4	6	8	4	"-"	160	38	1	1	1	1	1	1	1	1	1	NA	128	42	20	8	1	1	NA	59	40	1	NA	65	33	1	NA	11	1	88	NA	100	1	1	1	NA	32	27	42	NA	95	5	NA	63	1	36	NA	79	1	1	20
"PSMC3"	"CYTOSOL"	"Nucleus;Cytoplasm"	NA	"Supportive"	"cytoplasmic mRNA processing body; cytosol; membrane; nucleoplasm; nucleus; proteasome accessory complex; proteasome complex"	" Cytoplasm "	"overlaps 10"	183	"CYTOSOL"	1	"PSMC3"	"-"	128	16	20	6	10	4	1	6	6	4	"-"	160	38	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	68	32	1	NA	67	32	1	NA	26	5	69	NA	82	10	1	8	NA	23	25	52	NA	95	5	NA	64	6	31	NA	65	1	2	32
"PSMC4"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; cytosolic proteasome complex; inclusion body; membrane; nucleoplasm; nucleus; proteasome accessory complex; proteasome complex"	" Cytoplasm Nucleus"	"overlaps 10"	183	"CYTOSOL"	1	"PSMC4"	"-"	124	18	18	4	8	6	4	6	8	4	"-"	152	48	1	1	1	1	1	1	1	1	1	NA	104	58	26	10	1	1	NA	69	29	1	NA	58	40	1	NA	12	2	85	NA	100	1	1	1	NA	1	1	1	NA	95	5	NA	66	1	33	NA	65	1	1	34
"PSMC5"	"CYTOSOL"	"Plasma membrane;Cytoplasm"	NA	"Supportive"	"blood microparticle; cytoplasm; cytoplasmic vesicle; cytosol; cytosolic proteasome complex; extracellular vesicular exosome; inclusion body; membrane; nuclear proteasome complex; nucleoplasm; nucleus; proteasome accessory complex; proteasome complex; proteasome regulatory particle"	" Cytoplasm "	"overlaps 11"	183	"CYTOSOL"	1	"PSMC5"	"-"	122	14	18	6	10	8	4	8	10	1	"-"	166	34	1	1	1	1	1	1	1	1	1	NA	106	50	28	10	1	4	NA	74	25	1	NA	67	31	1	NA	14	6	80	NA	100	1	1	1	NA	24	15	62	NA	94	6	NA	65	2	33	NA	64	1	1	35
"PSMD1"	"CYTOSOL"	"Nucleus but not nucleoli"	"Cytoskeleton (Actin filaments)"	"Uncertain"	"cytosol; extracellular vesicular exosome; membrane; nucleoplasm; proteasome accessory complex; proteasome complex; proteasome regulatory particle"	NA	"overlaps 11"	183	"CYTOSOL"	1	"PSMD1"	"-"	124	14	16	6	10	8	4	6	8	4	"-"	186	14	1	1	1	1	1	1	1	1	1	NA	102	46	38	12	1	1	NA	53	47	1	NA	64	32	4	NA	21	1	77	NA	91	9	1	1	NA	60	31	9	NA	95	5	NA	74	1	26	NA	65	1	1	33
"PSMD2"	"CYTOSOL"	NA	NA	NA	"cytosol; extracellular vesicular exosome; membrane; nucleoplasm; proteasome accessory complex; proteasome complex; proteasome regulatory particle"	NA	"overlaps 11"	183	"CYTOSOL"	1	"PSMD2"	"-"	126	14	16	6	10	8	4	6	8	4	"-"	164	28	4	1	1	1	1	1	1	1	1	NA	124	22	46	6	1	1	NA	56	44	1	NA	69	29	1	NA	9	1	91	NA	70	10	12	8	NA	43	23	35	NA	96	4	NA	76	1	23	NA	75	1	1	24
"PSMD8"	"CYTOSOL"	"Cytoplasm"	"Nucleus but not nucleoli"	"Uncertain"	"cytosol; extracellular vesicular exosome; nucleoplasm; nucleus; proteasome accessory complex; proteasome complex; proteasome regulatory particle"	NA	"overlaps 11"	183	"CYTOSOL"	1	"PSMD8"	"-"	126	14	14	6	10	8	4	6	8	4	"-"	168	30	1	1	1	1	1	1	1	1	1	NA	84	82	22	12	1	1	NA	44	56	1	NA	64	33	3	NA	40	6	53	NA	100	1	1	1	NA	28	14	58	NA	91	9	NA	65	10	24	NA	65	1	1	35
"AKR1A1"	"CYTOSOL"	"Nucleus;Cytoplasm"	NA	"Uncertain"	"apical plasma membrane; cytosol; extracellular space; extracellular vesicular exosome"	NA	"overlaps 10"	204	"CYTOSOL"	1	"AKR1A1"	"-"	102	24	28	10	14	6	1	4	6	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	136	28	32	1	1	4	NA	73	27	1	NA	93	6	1	NA	46	2	52	NA	100	1	1	1	NA	46	9	46	NA	100	1	NA	87	1	13	NA	89	1	1	11
"ATIC"	"CYTOSOL"	"Plasma membrane;Cytoplasm"	NA	"Supportive"	"cytosol; extracellular vesicular exosome; membrane; mitochondrion"	NA	"overlaps 10"	204	"CYTOSOL"	1	"ATIC"	"-"	102	28	26	12	14	8	4	1	1	1	"-"	170	1	1	6	1	24	1	1	1	1	1	NA	1	1	1	1	1	1	NA	71	29	1	NA	94	5	1	NA	51	3	46	NA	100	1	1	1	NA	37	7	56	NA	98	2	NA	84	1	16	NA	86	1	1	14
"LDHB"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; membrane; mitochondrion"	" Cytoplasm"	"overlaps 9"	204	"CYTOSOL"	1	"LDHB"	"-"	102	28	24	12	16	10	1	4	1	1	"-"	40	30	10	1	6	20	16	16	32	10	18	NA	1	1	1	1	1	1	NA	65	34	1	NA	88	11	1	NA	1	1	1	NA	100	1	1	1	NA	57	11	32	NA	99	1	NA	68	1	30	NA	83	1	2	14
"MIF"	"CYTOSOL"	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cell surface; cytoplasm; extracellular region; extracellular space; extracellular vesicular exosome; vesicle"	" Secreted Cytoplasm Note=Does not have a cleavable signal sequence and is secreted via a specialized non-classical pathway Secreted by macrophages upon stimulation by bacterial lipopolysaccharide (LPS) or by Mtuberculosis antigens"	"overlaps 10"	204	"CYTOSOL"	1	"MIF"	"-"	102	28	28	10	12	6	4	6	1	1	"-"	58	56	34	6	8	12	4	8	1	8	6	NA	174	8	12	6	1	1	NA	76	24	1	NA	88	11	1	NA	94	1	5	NA	1	1	1	1	NA	81	19	1	NA	98	2	NA	80	3	17	NA	78	1	1	21
"NUDT5"	"CYTOSOL"	"Vesicles"	"Nucleus;Centrosome"	"Uncertain"	"cytosol; extracellular vesicular exosome; intracellular; nucleus"	NA	"overlaps 11"	204	"CYTOSOL"	1	"NUDT5"	"-"	100	26	28	12	14	6	4	4	6	1	"-"	200	1	1	1	1	1	1	1	1	1	1	NA	176	8	16	1	1	1	NA	68	32	1	NA	89	9	1	NA	87	6	7	NA	100	1	1	1	NA	76	2	22	NA	100	1	NA	79	1	21	NA	91	1	1	9
"PSMD9"	"CYTOSOL"	"Cytoplasm"	"Plasma membrane"	"Supportive"	"cytosol; nucleoplasm; nucleus; proteasome regulatory particle"	NA	"overlaps 10"	204	"CYTOSOL"	1	"PSMD9"	"-"	100	26	30	14	18	4	1	4	1	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	142	28	32	1	1	1	NA	92	1	8	NA	66	30	4	NA	93	1	5	NA	100	1	1	1	NA	36	1	63	NA	97	3	NA	93	1	7	NA	94	1	1	6
"SRM"	"CYTOSOL"	"Nucleus but not nucleoli"	"Cytoplasm"	"Uncertain"	"cytosol"	NA	"overlaps 10"	204	"CYTOSOL"	1	"SRM"	"-"	104	26	32	10	14	6	4	4	1	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	154	20	12	4	1	12	NA	68	32	1	NA	92	6	1	NA	16	3	82	NA	100	1	1	1	NA	47	4	49	NA	100	1	NA	68	1	32	NA	94	1	1	6
"TUBB6"	"CYTOSOL"	NA	NA	NA	"cytoplasm; extracellular vesicular exosome; microtubule; nucleus"	" Cytoplasm cytoskeleton {ECO:0000250}"	"overlaps 9"	204	"CYTOSOL"	1	"TUBB6"	"-"	104	28	26	14	12	8	1	1	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	142	24	22	6	4	4	NA	48	52	1	NA	86	9	5	NA	36	1	64	NA	46	15	26	13	NA	3	1	97	NA	99	1	NA	1	1	1	NA	84	1	4	11
"USP5"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Uncertain"	"lysosome"	NA	"overlaps 10"	204	"CYTOSOL"	1	"USP5"	"-"	102	26	28	12	14	8	1	4	4	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	132	22	28	10	6	1	NA	66	34	1	NA	89	10	1	NA	60	9	31	NA	100	1	1	1	NA	1	6	94	NA	99	1	NA	79	1	21	NA	92	1	1	8
"CBR3"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; extracellular space; nucleus"	" Cytoplasm "	"overlaps 8"	340	"CYTOSOL"	1	"CBR3"	"-"	100	20	24	8	14	10	6	8	8	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	79	16	5	NA	52	7	41	NA	100	1	1	1	NA	54	2	44	NA	99	1	NA	99	1	1	NA	95	1	1	5
"CTPS1"	"CYTOSOL"	"Cytoplasm;Cytoskeleton (Actin filaments)"	NA	"Supportive"	"cytosol; membrane"	NA	"overlaps 8"	340	"CYTOSOL"	1	"CTPS1"	"-"	100	26	22	8	10	8	4	10	10	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	106	56	38	1	1	1	NA	1	1	1	NA	92	6	1	NA	53	1	47	NA	100	1	1	1	NA	75	5	20	NA	1	1	NA	83	1	17	NA	87	1	1	12
"ERC2"	"CYTOSOL"	NA	NA	NA	"cell junction; cytoplasm; cytoskeleton; growth cone; presynaptic active zone; presynaptic membrane"	" Cytoplasm {ECO:0000269|PubMed:12923177} Cell junction synapse {ECO:0000269|PubMed:12923177} Cell junction synapse synaptosome {ECO:0000269|PubMed:12923177} Cytoplasm cytoskeleton {ECO:0000269|PubMed:12923177} Note=In neurons localized to synapses and colocalizes with PCLO Localized to the active zone of presynaptic density (By similarity) {ECO:0000250}"	"overlaps 1"	340	"CYTOSOL"	1	"ERC2"	"-"	102	26	20	12	12	8	4	8	8	1	"-"	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1
"PGD"	"CYTOSOL"	"Cytoplasm;Cytoskeleton (Intermediate filaments)"	NA	"Uncertain"	"cytosol; extracellular vesicular exosome; nucleus"	" Cytoplasm "	"overlaps 11"	340	"CYTOSOL"	1	"PGD"	"-"	96	22	22	10	16	8	4	10	8	4	"-"	150	44	1	1	1	1	1	4	1	1	1	NA	146	12	24	8	4	6	NA	68	32	1	NA	91	7	1	NA	14	1	84	NA	100	1	1	1	NA	33	14	54	NA	99	1	NA	78	1	22	NA	88	1	1	12
"PPP2R4"	"CYTOSOL"	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"calcium channel complex; cytoplasm; extracellular vesicular exosome; nucleus; protein phosphatase type 2A complex"	" Cytoplasm {ECO:0000269|PubMed:17333320} Nucleus {ECO:0000269|PubMed:17333320}"	"overlaps 11"	340	"CYTOSOL"	1	"PPP2R4"	"-"	98	24	22	8	14	8	4	8	8	4	"-"	112	88	1	1	1	1	1	1	1	1	1	NA	104	56	40	1	1	1	NA	76	24	1	NA	95	3	1	NA	5	2	93	NA	100	1	1	1	NA	68	2	29	NA	100	1	NA	85	1	15	NA	96	1	1	4
