"Annot_Gene"	"Annot_Christoforou_UniprotGO_overlap3"	"HPA.main.location"	"HPA.Other.loc"	"HPA.Reliability"	"Gene.ontology.cellular.component"	"Uniprot.Subcellular.location"	"overlap"	"clusters"	"assigned_location_Christoforou_UniprotGO_overlap3"	"precision_assigned_location_Christoforou_UniprotGO_overlap3"	"data_Gene"	"data_non_NUM_space"	"data_Christoforou_126"	"data_Christoforou_127N"	"data_Christoforou_127C"	"data_Christoforou_128N"	"data_Christoforou_128C"	"data_Christoforou_129N"	"data_Christoforou_129C"	"data_Christoforou_130N"	"data_Christoforou_131"	"data_Christoforou_130C"	"data_non_NUM_space.1"	"data_Bileck.cyt"	"data_Bileck.Nucl"	"data_non_NUM_space.x"	"data_Cyt.Thakar"	"data_Nucl.Thakar"	"data_TOT.Thakar"	"data_non_NUM_space.y"	"data_Cyt.Carvalho"	"data_Nucl.Carvalho"	"data_Mit.Carvalho"
"AKR7A2"	""	"Cytoplasm"	NA	"Supportive"	"extracellular vesicular exosome; Golgi apparatus"	" Golgi apparatus {ECO:0000250} Cytoplasm {ECO:0000269|PubMed:9576847}"	"overlaps 3"	115	"CYTOSOL"	1	"AKR7A2"	"-"	44	16	14	6	12	16	30	30	30	1	"-"	100	1	"-"	82	1	18	"-"	66	33	1
"DCTPP1"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Uncertain"	"cytosol"	" Cytoplasm "	"overlaps 3"	115	"CYTOSOL"	1	"DCTPP1"	"-"	114	26	26	10	12	8	1	1	1	1	"-"	100	1	"-"	84	1	16	"-"	66	34	1
"FAM114A2"	""	"Cytoplasm"	"Vesicles"	"Supportive"	NA	NA	"overlaps 3"	115	"CYTOSOL"	1	"FAM114A2"	"-"	124	20	24	8	8	1	1	6	6	1	"-"	100	1	"-"	85	1	15	"-"	67	31	2
"NAP1L1"	"CYTOSOL"	"Cytoskeleton (Microtubules)"	NA	"Uncertain"	"membrane; nucleus"	" Nucleus {ECO:0000269|PubMed:17081065} Melanosome {ECO:0000269|PubMed:17081065} Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV"	"overlaps 3"	115	"CYTOSOL"	1	"NAP1L1"	"-"	108	20	22	8	12	10	6	6	6	4	"-"	100	1	"-"	85	1	15	"-"	65	35	1
"PPP1R14B"	"CYTOSOL"	NA	NA	NA	"cytoplasm"	" Cytoplasm "	"overlaps 3"	115	"CYTOSOL"	1	"PPP1R14B"	"-"	116	20	26	10	16	8	1	1	1	1	"-"	100	1	"-"	83	1	17	"-"	68	32	1
"PRDX6"	"CYTOSOL"	"Plasma membrane;Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; cytoplasmic vesicle; cytosol; extracellular space; extracellular vesicular exosome; lysosome; membrane"	" Cytoplasm {ECO:0000269|PubMed:16186110 ECO:0000269|PubMed:19188445} Lysosome {ECO:0000250} Cytoplasmic vesicle {ECO:0000250} Note=Also found in lung secretory organelles {ECO:0000250}"	"overlaps 3"	115	"CYTOSOL"	1	"PRDX6"	"-"	110	22	26	12	16	6	1	1	1	1	"-"	98	2	"-"	83	1	16	"-"	65	35	1
"RNPEP"	"CYTOSOL"	"Golgi apparatus"	"Nucleus but not nucleoli"	"Supportive"	"extracellular region; extracellular space; extracellular vesicular exosome; plasma membrane"	" Secreted {ECO:0000250}"	"overlaps 3"	115	"CYTOSOL"	1	"RNPEP"	"-"	112	34	28	8	10	8	1	1	1	1	"-"	99	1	"-"	84	1	16	"-"	68	32	1
"SERPINB6"	"CYTOSOL"	"Centrosome"	NA	"Uncertain"	"cytoplasm; cytosol; extracellular space; extracellular vesicular exosome; protein complex"	" Cytoplasm "	"overlaps 3"	115	"CYTOSOL"	1	"SERPINB6"	"-"	86	38	28	14	16	10	4	1	1	1	"-"	100	1	"-"	85	1	15	"-"	67	33	1
"TNPO3"	""	"Vesicles"	NA	"Supportive"	"cytoplasm; intracellular membrane-bounded organelle; nucleus"	" Cytoplasm {ECO:0000269|PubMed:10713112} Nucleus {ECO:0000269|PubMed:10713112}"	"overlaps 3"	115	"CYTOSOL"	1	"TNPO3"	"-"	112	14	16	4	10	6	8	10	12	8	"-"	98	2	"-"	83	2	15	"-"	66	34	1
"APRT"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; nucleus"	" Cytoplasm"	"overlaps 3"	385	"CYTOSOL"	1	"APRT"	"-"	102	16	28	10	16	10	4	6	6	4	"-"	99	1	"-"	87	1	11	"-"	66	33	1
"DIAPH1"	""	NA	NA	NA	"cytoplasm; mitotic spindle; ruffle membrane"	" Cell membrane Cell projection ruffle membrane Cytoplasm cytoskeleton Note=Membrane ruffles especially at the tip of ruffles of motile cells"	"overlaps 3"	385	"CYTOSOL"	1	"DIAPH1"	"-"	42	38	22	14	16	14	10	22	16	4	"-"	99	1	"-"	88	1	12	"-"	69	31	1
"FSCN1"	"CS"	"Cytoplasm"	"Plasma membrane"	"Supportive"	"actin cytoskeleton; cell junction; cytoplasm; extracellular vesicular exosome; filopodium; invadopodium; stress fiber"	" Cytoplasm cytoskeleton Cell projection filopodium Cell projection invadopodium Cytoplasm cytosol Note=In glioma cells partially colocalizes with F-actin stress fibers in the cytosol"	"overlaps 3"	385	"CYTOSOL"	1	"FSCN1"	"-"	30	62	38	24	30	10	4	1	1	1	"-"	99	1	"-"	87	1	12	"-"	69	30	1
"GDI1"	"CYTOSOL"	"Vesicles"	NA	"Uncertain"	"cytoplasm; cytosol; Golgi apparatus; midbody; neuron projection; protein complex"	" Cytoplasm {ECO:0000269|PubMed:19570034} Golgi apparatus trans-Golgi network {ECO:0000269|PubMed:19570034}"	"overlaps 3"	385	"CYTOSOL"	1	"GDI1"	"-"	84	36	32	16	16	10	1	1	1	1	"-"	97	3	"-"	87	1	13	"-"	67	33	1
"NME1"	"CYTOSOL"	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"centrosome; cytoplasm; cytosol; extracellular vesicular exosome; membrane; mitochondrion; nucleus; perinuclear region of cytoplasm; ruffle membrane"	" Cytoplasm {ECO:0000269|PubMed:16442775} Nucleus {ECO:0000269|PubMed:16442775} Note=Cell-cycle dependent nuclear localization which can be induced by interaction with Epstein-barr viral proteins or by degradation of the SET complex by GzmA"	"overlaps 3"	385	"CYTOSOL"	1	"NME1"	"-"	124	16	20	10	10	10	4	4	1	1	"-"	98	2	"-"	87	1	13	"-"	64	33	3
"OSTF1"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; extracellular vesicular exosome; intracellular"	" Cytoplasm "	"overlaps 3"	385	"CYTOSOL"	1	"OSTF1"	"-"	84	14	38	18	24	18	1	1	1	1	"-"	96	4	"-"	88	1	12	"-"	68	32	1
"PHGDH"	"CYTOSOL"	"Nucleus but not nucleoli;Plasma membrane;Cytoplasm"	NA	"Supportive"	"cytosol; extracellular vesicular exosome"	NA	"overlaps 3"	385	"CYTOSOL"	1	"PHGDH"	"-"	94	30	26	12	16	8	4	4	4	1	"-"	98	2	"-"	87	1	12	"-"	67	33	1
"USP15"	"CYTOSOL"	NA	NA	NA	"cytoplasm; nucleus"	" Cytoplasm {ECO:0000269|PubMed:21947082} Nucleus {ECO:0000269|PubMed:21947082}"	"overlaps 3"	385	"CYTOSOL"	1	"USP15"	"-"	98	30	20	14	16	10	4	4	1	1	"-"	98	2	"-"	87	1	13	"-"	66	33	1
"CUL5"	"CS"	"Cytoplasm;Golgi apparatus"	NA	"Uncertain"	"Cul5-RING ubiquitin ligase complex; cytosol; nucleus; plasma membrane"	NA	"overlaps 3"	183	"CYTOSOL"	1	"CUL5"	"-"	18	68	42	20	20	14	6	6	4	4	"-"	96	4	"-"	91	1	9	"-"	90	10	1
"ELP2"	"CYTOSOL"	"Cytoplasm"	"Nucleus"	"Supportive"	"cytoplasm; DNA-directed RNA polymerase II, holoenzyme; Elongator holoenzyme complex; nucleolus; transcription elongation factor complex"	" Cytoplasm Nucleus"	"overlaps 3"	183	"CYTOSOL"	1	"ELP2"	"-"	88	32	22	10	12	6	4	8	8	8	"-"	100	1	"-"	88	1	12	"-"	92	8	1
"MAP2K2"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cell-cell junction; cell cortex; cytoplasm; cytoplasmic side of plasma membrane; cytosol; early endosome; endoplasmic reticulum; extracellular region; focal adhesion; Golgi apparatus; late endosome; microtubule; mitochondrion; nucleus; perinuclear region of cytoplasm; peroxisomal membrane"	NA	"overlaps 3"	183	"CYTOSOL"	1	"MAP2K2"	"-"	102	26	18	18	8	10	1	6	10	1	"-"	100	1	"-"	90	1	10	"-"	90	7	3
"PANK4"	"CYTOSOL"	NA	NA	NA	"cytoplasm"	" Cytoplasm "	"overlaps 3"	183	"CYTOSOL"	1	"PANK4"	"-"	92	30	44	12	8	8	1	6	1	1	"-"	98	2	"-"	89	1	11	"-"	90	10	1
"PDCL3"	"CYTOSOL"	"Cytoplasm"	"Nucleus"	"Supportive"	"cytoplasm"	" Cytoplasm "	"overlaps 3"	183	"CYTOSOL"	1	"PDCL3"	"-"	96	28	20	10	12	10	4	10	6	8	"-"	100	1	"-"	88	1	12	"-"	90	10	1
"TOMM34"	""	"Cytoplasm"	NA	"Supportive"	"cytoplasm; integral component of membrane; membrane; mitochondrial outer membrane; nucleus"	" Cytoplasm {ECO:0000269|PubMed:10101285} Mitochondrion outer membrane {ECO:0000269|PubMed:10101285}; Peripheral membrane protein {ECO:0000269|PubMed:10101285}; Cytoplasmic side {ECO:0000269|PubMed:10101285}"	"overlaps 3"	183	"CYTOSOL"	1	"TOMM34"	"-"	60	20	18	10	16	14	10	24	28	4	"-"	96	4	"-"	87	1	13	"-"	91	8	1
"UBR4"	""	"Nucleus but not nucleoli"	"Cytoplasm;Centrosome"	"Supportive"	"centrosome; cytoplasm; integral component of membrane; membrane; nucleus"	" Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305} Cytoplasm Cytoplasm cytoskeleton Nucleus Note=Concentrates at the leading edge of membrane structures involved in actin motility"	"overlaps 3"	183	"CYTOSOL"	1	"UBR4"	"-"	96	28	20	8	14	8	6	8	10	1	"-"	100	1	"-"	91	1	9	"-"	91	9	1
"AHSA1"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; endoplasmic reticulum; extracellular vesicular exosome"	" Cytoplasm cytosol {ECO:0000269|PubMed:11554768} Endoplasmic reticulum {ECO:0000269|PubMed:11554768} Note=May transiently interact with the endoplasmic reticulum"	"overlaps 3"	188	"CYTOSOL"	1	"AHSA1"	"-"	104	26	22	10	12	8	4	6	6	1	"-"	100	1	"-"	75	1	24	"-"	63	36	1
"MDH1"	"CYTOSOL"	"Cytoplasm;Centrosome"	NA	"Supportive"	"centrosome; cytoplasm; cytosol; extracellular space; extracellular vesicular exosome; mitochondrion"	" Cytoplasm"	"overlaps 3"	188	"CYTOSOL"	1	"MDH1"	"-"	122	18	20	8	12	6	1	6	4	1	"-"	99	1	"-"	75	1	25	"-"	60	40	1
"NASP"	""	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; nuclear chromatin; nucleus; protein complex"	" Cytoplasm {ECO:0000250} Nucleus"	"overlaps 3"	188	"CYTOSOL"	1	"NASP"	"-"	162	8	16	1	4	1	1	1	1	1	"-"	99	1	"-"	73	2	25	"-"	60	40	1
"PGK1"	"CYTOSOL"	NA	NA	NA	"cytosol; extracellular vesicular exosome; membrane"	" Cytoplasm"	"overlaps 3"	188	"CYTOSOL"	1	"PGK1"	"-"	110	22	24	10	14	8	1	4	1	1	"-"	98	2	"-"	73	1	27	"-"	61	38	1
"PSMC1"	"CYTOSOL"	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; membrane; nucleoplasm; nucleus; proteasome accessory complex; proteasome complex; proteasome regulatory particle"	" Cytoplasm Nucleus"	"overlaps 3"	188	"CYTOSOL"	1	"PSMC1"	"-"	128	12	16	6	8	6	4	8	8	4	"-"	93	7	"-"	73	1	26	"-"	63	37	1
"TRIP10"	""	"Vesicles"	"Nucleus but not nucleoli"	"Supportive"	"cell projection; cytoplasm; cytoskeleton; cytosol; extracellular vesicular exosome; Golgi apparatus; intracellular membrane-bounded organelle; lysosome; nucleus; plasma membrane"	" Cytoplasm cytoskeleton Cytoplasm cell cortex Lysosome Golgi apparatus Cell membrane Cell projection phagocytic cup Note=Translocates to the plasma membrane in response to insulin stimulation and this may require active RHOQ (By similarity) Localizes to cortical regions coincident with F-actin to lysosomes and to sites of phagocytosis in macrophages Also localizes to the Golgi and this requires AKAP9 {ECO:0000250};  Isoform 5: Cytoplasm perinuclear region"	"overlaps 3"	188	"CYTOSOL"	1	"TRIP10"	"-"	20	38	22	16	24	18	12	24	22	6	"-"	100	1	"-"	72	1	28	"-"	63	35	2
"TXNL1"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; extracellular vesicular exosome; nucleus; proteasome complex"	" Cytoplasm "	"overlaps 3"	188	"CYTOSOL"	1	"TXNL1"	"-"	114	28	26	8	10	6	1	1	1	1	"-"	97	3	"-"	75	1	25	"-"	64	36	1
"CCT6A"	"CYTOSOL"	"Cytoplasm"	NA	"Uncertain"	"acrosomal vesicle; cell body; chaperonin-containing T-complex; cytoplasm; cytosol; extracellular vesicular exosome; microtubule; zona pellucida receptor complex"	" Cytoplasm"	"overlaps 3"	322	"CYTOSOL"	1	"CCT6A"	"-"	72	22	18	8	12	12	8	18	24	4	"-"	100	1	"-"	89	1	10	"-"	68	31	1
"ENOPH1"	"CYTOSOL"	"Nucleus"	"Nucleoli"	"Supportive"	"cytosol; extracellular vesicular exosome; nucleus"	" Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03117} Nucleus {ECO:0000255|HAMAP-Rule:MF_03117}"	"overlaps 3"	322	"CYTOSOL"	1	"ENOPH1"	"-"	120	20	28	6	8	6	4	1	1	1	"-"	100	1	"-"	91	1	9	"-"	68	32	1
"GARS"	""	"Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; mitochondrial matrix; nucleus; secretory granule"	" Cytoplasm {ECO:0000269|PubMed:9524218} Mitochondrion {ECO:0000269|PubMed:9524218}"	"overlaps 3"	322	"CYTOSOL"	1	"GARS"	"-"	86	20	18	8	12	10	12	18	14	1	"-"	100	1	"-"	91	1	9	"-"	67	29	4
"GPI"	"CYTOSOL"	"Plasma membrane;Cytoplasm"	"Nucleus but not nucleoli"	"Supportive"	"cytoplasm; cytosol; extracellular space; extracellular vesicular exosome; membrane; neuron projection; nucleus; plasma membrane"	" Cytoplasm "	"overlaps 3"	322	"CYTOSOL"	1	"GPI"	"-"	108	26	26	12	12	8	1	1	1	1	"-"	100	1	"-"	91	1	9	"-"	66	33	1
"NUDT2"	""	"Nucleus but not nucleoli"	NA	"Supportive"	"mitochondrion"	NA	"overlaps 3"	322	"CYTOSOL"	1	"NUDT2"	"-"	86	16	24	8	10	10	12	18	16	1	"-"	100	1	"-"	92	1	8	"-"	70	30	1
"PAK2"	"CYTOSOL"	"Nucleus"	"Cytoplasm;Vesicles"	"Supportive"	"cytoplasm; cytosol; nucleus; plasma membrane"	" Serine/threonine-protein kinase PAK 2: Cytoplasm Note=MYO18A mediates the cellular distribution of the PAK2-ARHGEF7-GIT1 complex to the inner surface of the cell membrane;  PAK-2p34: Nucleus Cytoplasm perinuclear region Membrane; Lipid-anchor Note=Interaction with ARHGAP10 probably changes PAK-2p34 location to cytoplasmic perinuclear region Myristoylation changes PAK-2p34 location to the membrane"	"overlaps 3"	322	"CYTOSOL"	1	"PAK2"	"-"	78	28	28	12	14	10	6	10	10	6	"-"	97	3	"-"	91	1	9	"-"	70	30	1
"SARS"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; mitochondrion"	" Cytoplasm"	"overlaps 3"	322	"CYTOSOL"	1	"SARS"	"-"	114	22	20	10	14	8	1	4	4	1	"-"	97	3	"-"	92	1	7	"-"	68	32	1
"ARAF"	"CS"	"Nucleoli"	"Nucleus;Nuclear membrane"	"Supportive"	"mitochondrion"	NA	"overlaps 3"	377	"CYTOSOL"	1	"ARAF"	"-"	38	42	34	16	24	14	8	10	10	4	"-"	97	3	"-"	100	1	1	"-"	66	34	1
"CAPN7"	""	"Nucleus but not nucleoli;Cytoplasm"	NA	"Supportive"	"cytoplasm; extracellular vesicular exosome; nucleus"	" Nucleus"	"overlaps 3"	377	"CYTOSOL"	1	"CAPN7"	"-"	12	12	20	12	24	34	20	16	24	26	"-"	97	3	"-"	100	1	1	"-"	66	34	1
"DAK"	"CYTOSOL"	"Nucleus;Cytoplasm"	NA	"Uncertain"	"cytosol; extracellular vesicular exosome; nucleus"	NA	"overlaps 3"	377	"CYTOSOL"	1	"DAK"	"-"	114	34	22	8	6	6	4	4	1	1	"-"	98	2	"-"	98	1	2	"-"	69	31	1
"GSTP1"	"CYTOSOL"	"Cytoplasm;Mitochondria"	NA	"Supportive"	"cytoplasm; cytosol; extracellular space; extracellular vesicular exosome; intracellular; mitochondrion; nucleus; plasma membrane; TRAF2-GSTP1 complex; vesicle"	" Cytoplasm {ECO:0000269|PubMed:19269317} Mitochondrion {ECO:0000269|PubMed:19269317} Nucleus {ECO:0000269|PubMed:19269317} Note=The 83 N-terminal amino acids function as un uncleaved transit peptide and arginine residues within it are crucial for mitochondrial localization"	"overlaps 3"	377	"CYTOSOL"	1	"GSTP1"	"-"	120	20	24	8	16	6	1	4	1	1	"-"	98	2	"-"	100	1	1	"-"	64	36	1
"OTUB1"	"CYTOSOL"	"Nucleus;Cytoplasm"	NA	"Uncertain"	"cytoplasm; extracellular vesicular exosome"	" Cytoplasm "	"overlaps 3"	377	"CYTOSOL"	1	"OTUB1"	"-"	112	20	24	12	14	8	4	4	4	1	"-"	100	1	"-"	100	1	1	"-"	63	37	1
"PKN1"	""	"Nucleus"	"Cytoplasm"	"Supportive"	"cleavage furrow; cytoplasm; cytoplasmic membrane-bounded vesicle; endosome; midbody; nucleus; plasma membrane"	" Cytoplasm Nucleus Endosome Cell membrane; Peripheral membrane protein Cleavage furrow Midbody Note=Associates with chromatin in a ligand-dependent manner Localization to endosomes is mediated via its interaction with RHOB Association to the cell membrane is dependent on Ser-374 phosphorylation Accumulates during telophase at the cleavage furrow and finally concentrates around the midbody in cytokinesis"	"overlaps 3"	377	"CYTOSOL"	1	"PKN1"	"-"	46	42	34	12	22	12	4	10	14	1	"-"	99	1	"-"	100	1	1	"-"	70	30	1
"TXNRD1"	"CYTOSOL"	NA	NA	NA	"cytosol; mitochondrion; nucleolus; nucleus"	" Cytoplasm {ECO:0000250};  Isoform 4: Cytoplasm Nucleus;  Isoform 5: Cytoplasm"	"overlaps 3"	377	"CYTOSOL"	1	"TXNRD1"	"-"	98	28	26	12	18	8	1	4	4	1	"-"	98	2	"-"	100	1	1	"-"	67	33	1
"ARHGDIA"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoskeleton; cytosol; extracellular vesicular exosome; immunological synapse"	" Cytoplasm "	"overlaps 3"	64	"CYTOSOL"	1	"ARHGDIA"	"-"	80	46	32	14	16	6	1	1	1	1	"-"	98	2	"-"	87	1	13	"-"	80	20	1
"DPP3"	"CYTOSOL"	"Cytoplasm"	"Nucleus but not nucleoli;Plasma membrane"	"Supportive"	"cytoplasm; extracellular vesicular exosome; nucleus; plasma membrane"	" Cytoplasm"	"overlaps 3"	64	"CYTOSOL"	1	"DPP3"	"-"	116	20	24	10	14	8	1	1	1	1	"-"	100	1	"-"	89	1	11	"-"	78	22	1
"PPP5C"	"CYTOSOL"	"Vesicles"	"Nucleus but not nucleoli;Cytoplasm"	"Supportive"	"cytoplasm; cytosol; intracellular membrane-bounded organelle; membrane; neuronal cell body; neuron projection; nucleus"	" Nucleus Cytoplasm Membrane Note=Predominantly nuclear But also present in the cytoplasm"	"overlaps 3"	64	"CYTOSOL"	1	"PPP5C"	"-"	98	28	22	12	14	10	4	6	6	1	"-"	97	3	"-"	89	1	11	"-"	78	22	1
"TTLL12"	"CYTOSOL"	"Cytoplasm"	"Plasma membrane"	"Uncertain"	NA	NA	"overlaps 3"	64	"CYTOSOL"	1	"TTLL12"	"-"	100	24	20	12	18	6	1	6	8	1	"-"	100	1	"-"	88	1	12	"-"	79	21	1
"AARS"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; membrane"	" Cytoplasm "	"overlaps 3"	126	"CYTOSOL"	1	"AARS"	"-"	96	30	26	12	16	8	4	4	4	1	"-"	100	1	"-"	81	1	18	"-"	70	30	1
"ADSS"	"CYTOSOL"	"Cytoplasm"	"Plasma membrane"	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; plasma membrane"	" Cytoplasm Note=Partially associated with particulate fractions"	"overlaps 3"	126	"CYTOSOL"	1	"ADSS"	"-"	108	24	24	12	16	8	1	1	1	1	"-"	100	1	"-"	82	1	18	"-"	71	29	1
"CARM1"	""	"Nucleus but not nucleoli"	NA	"Supportive"	"cytoplasm; cytosol; nucleoplasm; nucleus"	" Nucleus Cytoplasm Note=Mainly nuclear during the G1 S and G2 phases of the cell cycle Cytoplasmic during mitosis after breakup of the nuclear membrane"	"overlaps 3"	126	"CYTOSOL"	1	"CARM1"	"-"	86	12	20	6	8	8	10	20	20	10	"-"	99	1	"-"	82	1	18	"-"	68	32	1
"NUDT5"	"CYTOSOL"	"Vesicles"	"Nucleus;Centrosome"	"Uncertain"	"cytosol; extracellular vesicular exosome; intracellular; nucleus"	NA	"overlaps 3"	126	"CYTOSOL"	1	"NUDT5"	"-"	100	26	28	12	14	6	4	4	6	1	"-"	100	1	"-"	79	1	21	"-"	68	32	1
"PPIA"	"CYTOSOL"	NA	NA	NA	"cytosol; extracellular region; extracellular space; extracellular vesicular exosome; focal adhesion; membrane; nucleus"	" Cytoplasm {ECO:0000269|PubMed:16527992} Secreted {ECO:0000269|PubMed:16527992} Note=Secretion occurs in response to oxidative stress in vascular smooth muscle through a vesicular secretory pathway that involves actin remodeling and myosin II activation and mediates ERK1/2 activation"	"overlaps 3"	126	"CYTOSOL"	1	"PPIA"	"-"	76	24	22	12	14	10	6	12	12	12	"-"	100	1	"-"	79	2	19	"-"	70	30	1
"PRPS1"	""	"Cytoplasm"	NA	"Uncertain"	"cytosol"	NA	"overlaps 3"	126	"CYTOSOL"	1	"PRPS1"	"-"	90	18	20	8	12	12	8	16	12	4	"-"	100	1	"-"	80	1	19	"-"	66	33	1
"BPNT1"	""	"Nucleus but not nucleoli"	NA	"Uncertain"	"cytosol; extracellular vesicular exosome"	NA	"overlaps 3"	157	"CYTOSOL"	1	"BPNT1"	"-"	88	24	24	10	10	10	12	12	10	1	"-"	100	1	"-"	71	1	29	"-"	82	16	2
"CTH"	"CYTOSOL"	"Nucleus;Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; extracellular vesicular exosome; nucleus"	" Cytoplasm"	"overlaps 3"	157	"CYTOSOL"	1	"CTH"	"-"	86	28	26	12	16	10	4	8	8	1	"-"	100	1	"-"	70	1	30	"-"	84	16	1
"DCPS"	""	"Nucleus but not nucleoli"	"Cytoplasm"	"Supportive"	"cytoplasm; cytosol; mitochondrion; nucleus"	" Cytoplasm Nucleus Note=Predominantly localized in the nucleus Nucleocytoplasmic shuttling protein that can transiently enter the cytoplasm in mammalian cells in a XPO1/CRM1-dependent manner"	"overlaps 3"	157	"CYTOSOL"	1	"DCPS"	"-"	158	8	16	1	4	1	1	1	1	1	"-"	100	1	"-"	73	1	27	"-"	78	21	1
"MAP2K4"	""	"Cytoplasm"	NA	"Uncertain"	"cytosol; dendrite cytoplasm; nucleus; perikaryon"	" Cytoplasm {ECO:0000250} Nucleus {ECO:0000250}"	"overlaps 3"	157	"CYTOSOL"	1	"MAP2K4"	"-"	64	14	14	10	12	10	14	24	30	8	"-"	100	1	"-"	69	1	31	"-"	76	24	1
"MTPN"	"CYTOSOL"	"Plasma membrane;Cytoplasm"	NA	"Supportive"	"axon; cytosol; extracellular vesicular exosome; F-actin capping protein complex; nucleus"	" Cytoplasm {ECO:0000305} Nucleus {ECO:0000250} Cytoplasm perinuclear region {ECO:0000250}"	"overlaps 3"	157	"CYTOSOL"	1	"MTPN"	"-"	136	16	22	10	10	6	1	1	1	1	"-"	100	1	"-"	72	2	26	"-"	82	18	1
"NUDC"	"CYTOSOL"	"Cytoplasm"	NA	"Supportive"	"cytoplasm; cytosol; microtubule; nucleoplasm"	" Cytoplasm cytoskeleton Nucleus Note=In a filamentous pattern adjacent to the nucleus of migrating cerebellar granule cells Colocalizes with tubulin and dynein and with the microtubule organizing center Distributed throughout the cytoplasm of non-migrating cells A small proportion is nuclear in a punctate pattern"	"overlaps 3"	157	"CYTOSOL"	1	"NUDC"	"-"	108	22	18	10	14	10	4	6	4	1	"-"	98	2	"-"	70	1	30	"-"	78	20	1
"PPID"	"CYTOSOL"	"Nucleoli;Cytoplasm"	"Nucleus"	"Supportive"	"cytoplasm; nucleolus; nucleus"	" Cytoplasm Nucleus nucleolus Nucleus nucleoplasm"	"overlaps 3"	157	"CYTOSOL"	1	"PPID"	"-"	102	26	22	10	14	8	4	6	6	4	"-"	96	4	"-"	67	1	33	"-"	82	18	1
"PRPSAP2"	""	"Nucleus but not nucleoli;Cytoplasm"	NA	"Uncertain"	"ribose phosphate diphosphokinase complex"	NA	"overlaps 3"	157	"CYTOSOL"	1	"PRPSAP2"	"-"	100	26	22	8	12	6	1	12	12	1	"-"	99	1	"-"	71	1	29	"-"	80	20	1
"SEC23IP"	""	NA	NA	NA	"cis-Golgi network; cytoplasm; cytoplasmic vesicle; endoplasmic reticulum exit site; endoplasmic reticulum-Golgi intermediate compartment; intracellular membrane-bounded organelle; membrane; perinuclear endoplasmic reticulum"	" Cytoplasmic vesicle COPII-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side Endoplasmic reticulum {ECO:0000305}"	"overlaps 3"	157	"CYTOSOL"	1	"SEC23IP"	"-"	72	14	18	10	22	22	10	16	14	1	"-"	100	1	"-"	73	1	27	"-"	79	21	1
"TPD52L2"	""	"Vesicles"	"Cytoplasm"	"Uncertain"	"cytoplasm; perinuclear region of cytoplasm"	NA	"overlaps 3"	157	"CYTOSOL"	1	"TPD52L2"	"-"	32	20	18	16	40	22	12	22	18	1	"-"	100	1	"-"	69	2	28	"-"	74	19	7
"UBE4B"	""	NA	NA	NA	"cytoplasm; ubiquitin ligase complex"	" Cytoplasm {ECO:0000250|UniProtKB:Q9ES00} Nucleus {ECO:0000250|UniProtKB:Q9ES00}"	"overlaps 3"	157	"CYTOSOL"	1	"UBE4B"	"-"	132	20	14	4	12	6	1	4	8	1	"-"	99	1	"-"	68	1	32	"-"	84	16	1
"UGDH"	""	"Nucleus"	NA	"Supportive"	"cytosol; extracellular vesicular exosome; nucleus"	NA	"overlaps 3"	157	"CYTOSOL"	1	"UGDH"	"-"	86	10	14	4	10	8	8	24	28	6	"-"	96	4	"-"	71	1	29	"-"	77	23	1
"ALDOA"	"CYTOSOL"	"Cytoplasm"	NA	"Uncertain"	"actin cytoskeleton; cytosol; extracellular region; extracellular space; extracellular vesicular exosome; I band; membrane; nucleus; platelet alpha granule lumen"	" Cytoplasm myofibril sarcomere I band Cytoplasm myofibril sarcomere M line Note=In skeletal muscle accumulates around the M line and within the I band colocalizing with FBP2 on both sides of the Z line in the absence of Ca(2+) {ECO:0000250}"	"overlaps 3"	192	"CYTOSOL"	1	"ALDOA"	"-"	76	36	28	14	16	12	4	4	4	1	"-"	96	4	"-"	67	1	33	"-"	59	37	3
